Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
379,7.0,0.5824999809265137,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Oh no Ask your human to do it Save your paws 
380,3.0,0.5637000203132629,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", I e gettin paw cramps voting every day Totally worth it 
381,3.0,0.49480000138282776,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Voting lots Maggie We love you so much 
382,8.0,0.4528999924659729,"love, know, patriot, sad, ready, post, wish, sure, name, make", You all really know how to make a girl feel special Thank you I am overwhelmed feeling loved 
383,3.0,0.43950000405311584,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", We took Chip to one of my walking spots He follows chases me everywhere I have to jump up on the sofa to get away from him at home 
384,5.0,0.49970000982284546,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Yes I would say its the same thing 
385,4.0,0.7477999925613403,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", EastLondonGroup Good evening IanCallaway amp thank you elatedly on my part How interesting that the lighthouse played such a pa 
386,9.0,0.6643000245094299,"day, good_morn, morning, not, do, sweet, get, good, right, fly", squarecorners It is definitely time I read At SwimTwoBirds y Flann OBrien One eginning and one ending for a ook was a thing 
387,3.0,0.9025999903678894,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", DurhamWASP There is a forgotten nay almost foridden word which means more to me than any other That word is England Winston Chu 
388,5.0,0.840499997138977,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", DurhamWASP Decline and Fall y Evelyn Waugh Jazz 
389,3.0,0.85589998960495,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", DurhamWASP It modernisation is just another jungle closing inEvelyn WaughBrideshead Revisited 
390,1.0,0.9072999954223633,"have, stay, een, life, court, try, large, crime, news, bahria_town", NewYorker A quarter century after John Williamss death his novel Stoner was acclaimed a novel Does it elong to a large 
391,4.0,0.7197999954223633,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", UpperLakePhoto Monday th March am 
392,6.0,0.6086000204086304,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", I lived near to this magnificent lighthouse for a while My night skies were illuminated y its eams 
393,4.0,0.7343000173568726,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", MondayMorning Savour that first coffee Cafe espresso Monday MondayMotivation 
394,4.0,0.6179999709129333,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", MondayMorning But first coffee And a good ook Books reading cafe espresso Monday MondayMotivation 
395,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", SeaSkyCraster th March am 
396,2.0,0.5630999803543091,"be, go, see, ill, man, home, happy, people, want, could", Makes me want to cycle out and see it Beautiful day here 
397,9.0,0.5012999773025513,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Saturday am toddler wide awake play mummy play daddy Sunday am wide awake toddler reakfast reakfast Monday am toddler still sound asleep Is he trying to reak us 
398,6.0,0.6503999829292297,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon Hey guys did you watch sagarsamys travelog of ATripToBalochistan If not then watch it now Youll simply fall in lo 
399,1.0,0.6294000148773193,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan WhereIsDonut 
400,1.0,0.4708999991416931,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan 
401,6.0,0.4778999984264374,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", ChalNaNikal TayyaMemon Thanks ro you too 
402,6.0,0.7085000276565552,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", ChalNaNikal InnshahAllah jaldi 
403,6.0,0.7631000280380249,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", kya kahe gy aap TayyaMemon 
404,7.0,0.4237000048160553,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", ChalNaNikal Haha sure Looking forward for your new look 
405,6.0,0.8646000027656555,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Mahnoorizhere aleenarathore TayyaMemon Mahnoor ye aap naa hi olein to acha he YKWIM 
406,6.0,0.45899999141693115,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", ChalNaNikal 
407,8.0,0.4921000003814697,"love, know, patriot, sad, ready, post, wish, sure, name, make", ChalNaNikal was love yarrr 
408,6.0,0.6913999915122986,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", hours ki travel journey is not a JOKE CC TayyaMemon 
409,1.0,0.5461999773979187,"have, stay, een, life, court, try, large, crime, news, bahria_town", alishahaha You are the CEO of your life Some people need to e hired and some need to e fired 
410,7.0,0.71670001745224,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Anasstaciuss Appreciation tweet for Pakistan 
411,5.0,0.3874000012874603,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", TayyaMemon Hello Karachi I am ack Thanks Lahore for giving us good memories that we would cherish for lifetime Thanks to all the 
412,0.0,0.6499999761581421,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", After ATripToMithiATripToBalochistanATripToJamshoroIts time for ATripToLahore with our very own 
413,1.0,0.5807999968528748,"have, stay, een, life, court, try, large, crime, news, bahria_town", TayyaMemon For more stay tuned to sagarsamy 
414,6.0,0.8004999756813049,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon Sahi is so fast yarrrr ATripToLahore 
415,6.0,0.6212000250816345,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon Scenes 
416,6.0,0.7081999778747559,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon Lahore ke scenes 
417,9.0,0.15119999647140503,"day, good_morn, morning, not, do, sweet, get, good, right, fly", ezfar_is No its not Europe or Atlantic Its Baltoro Glacier in Gilgit Baltistan Pakistan PakistanTheLandOfDreams 
418,2.0,0.902400016784668,"be, go, see, ill, man, home, happy, people, want, could", moazzamectic We have to stand guard over the development and maintenance of Islamic democracy Islamic social justice and the equality 
419,1.0,0.9072999954223633,"have, stay, een, life, court, try, large, crime, news, bahria_town", MominaBasit Alhamdulillah Pakistan has finally discovered Asias largest oilandgas fields under Karachi sea Kuwait downed to 
420,1.0,0.9072999954223633,"have, stay, een, life, court, try, large, crime, news, bahria_town", SirfSaadia Alhamdulillah Pakistan has finally discovered Asias largest oilandgas fields under Karachi sea Kuwait downed to 
421,6.0,0.45899999141693115,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", aleenarathore TayyaMemon Same here 
422,5.0,0.5679000020027161,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", aleenarathore sagarsamy TayyaMemon It was amazing meeting you guys 
423,0.0,0.4625999927520752,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Safely reached to the city of lights after the sweet shortest n hectic trip of Lahore Thanks Lahori friends fo 
424,9.0,0.689300000667572,"day, good_morn, morning, not, do, sweet, get, good, right, fly", aleenarathore The LAAAS SELFIE SESSIONCANT REALLY GET OVER THESE MEMOERIES A fine Lahore and Karachi Meetup Much love N 
425,9.0,0.3422999978065491,"day, good_morn, morning, not, do, sweet, get, good, right, fly", They are happy ecause they invested at the right n it didnt go waste ThankYouSupremeCourt 
426,9.0,0.6625000238418579,"day, good_morn, morning, not, do, sweet, get, good, right, fly", It takes time for the etter results ut in the end happiness on the faces is constant ThankYouSupremeCourt 
427,3.0,0.6373000144958496,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", People got what they wanted to get Yes they got their houses ack n now they can officially n legally start thei 
428,6.0,0.5184999704360962,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Check out the entrance of Bahria Town Karachi Now residents can happily n legally live into BTK 
429,1.0,0.5756000280380249,"have, stay, een, life, court, try, large, crime, news, bahria_town", muashirmahmood Supreme Court of Pakistan in its decision made it clear that upon default of payment of the required amount the anti 
430,5.0,0.6322000026702881,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", muashirmahmood Bahria Town Barrister SyedAliZafar stated that with this settlement a eautiful project has een saved while the r 
431,1.0,0.7146000266075134,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan Worldclass school college and International University are part of Bahria Town Karachi master planThankYouSupremeCourt 
432,1.0,0.6521000266075134,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan Bahria Town Karachi also contracted to uild International standard hospitalThankYouSupremeCourt 
433,6.0,0.48489999771118164,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon Our honourale court never disappoints usThankYouSupremeCourt 
434,9.0,0.26339998841285706,"day, good_morn, morning, not, do, sweet, get, good, right, fly", sanna__ One right decision have ought ack many hopes and smilesThankYouSupremeCourt 
435,4.0,0.49239999055862427,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", LePathaan A good decision for the investors who had their money involvedThankYouSupremeCourt 
436,1.0,0.661899983882904,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano Bahria Town requests SC to make payments to Sindh govt as court tells NAB to refrain from initiating proe against realtor 
437,1.0,0.9136999845504761,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano The Supreme Court SC on Thursday ordered the National Accountaility Bureau NAB to seek its permission efore filing a 
438,9.0,0.6157000064849854,"day, good_morn, morning, not, do, sweet, get, good, right, fly", heer_mano The court had taken up implementation of its May judgement in the case which held that the land grant to the MDA y 
439,9.0,0.9075000286102295,"day, good_morn, morning, not, do, sweet, get, good, right, fly", heer_mano The land was granted to the MDA for launching an incremental housing sch ut instead of doing so the authority swapped 
440,4.0,0.3837999999523163,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Wkarachi Supreme Court reserved a great decision for the stakeholders of Bahria Town y accepting settlement amount of illion w 
441,5.0,0.8867999911308289,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", KanzaSohail A logon Ka SC k insaaf pe yaqeen doara ahaal hoga ThankYouSupremeCourt 
442,6.0,0.9052000045776367,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", hsohu Bahria Town to pay Rsn as downpayment y August and from Sept it will pay monthly installments of Rsn for next three ye 
443,6.0,0.5101000070571899,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", hsohu Bahria Town Karachi will have to pay the entire amount within seven years said the top court in its ruling ordering the compan 
444,6.0,0.8483999967575073,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", hsohu From Septemer onward it will have to pay monthly instalments of Rsn for the next three yearsThankYouSupremeCourt http 
445,1.0,0.8676000237464905,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan International theme park is another attraction in Bahria Tow Karachi ThankYouSupremeCourt 
446,2.0,0.5633000135421753,"be, go, see, ill, man, home, happy, people, want, could", sanna__ The excitement and enthusiasm shows they are truly happy ThankYouSupremeCourt 
447,1.0,0.5577999949455261,"have, stay, een, life, court, try, large, crime, news, bahria_town", FitAndFeminist This is great news for laour ThanKYouSupremeCourt 
448,9.0,0.35830000042915344,"day, good_morn, morning, not, do, sweet, get, good, right, fly", ChalNaNikal Happiness is pricelessThanKYouSupremeCourt 
449,5.0,0.6873999834060669,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", heer_mano The usinessmen said that the decision would resume construction activities worth trillion of rupees and directly improve th 
450,5.0,0.3797999918460846,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", aleenarathore Bahria town is working to meet the international standards for the construction of their houses ThankYouSupremeCourt 
451,9.0,0.7860999703407288,"day, good_morn, morning, not, do, sweet, get, good, right, fly", heer_mano After all it has rought happiness on the faces ThankYouSupremeCourt 
452,1.0,0.47040000557899475,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano TrueThankYouSupremeCourt 
453,1.0,0.6074000000953674,"have, stay, een, life, court, try, large, crime, news, bahria_town", amnajaeen The court made it clear that upon default of payment of the required amount the antigraft ody may proceed against the 
454,7.0,0.4927999973297119,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", amnajaeen Construction activities whether small or ig support economic growth in the countryThankYouSupremeCourt 
455,9.0,0.5042999982833862,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Celerations are eing done with full of zeal and enthusiasmThankYouSupremeCourt 
456,4.0,0.7714999914169312,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", It has rought smile on the faces of people ThankYouSupremeCourt 
457,5.0,0.5935999751091003,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Everyody is appreciating CJPs decision ThankYouSupremeCourt 
458,4.0,0.45750001072883606,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Wkarachi This Thursday was a quite lessed day for the people of Bahria Town Finally the issue of Bahria Town has een resolved Th 
459,5.0,0.49939998984336853,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", muashirmahmood 
460,5.0,0.49939998984336853,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", muashirmahmood 
461,8.0,0.5873000025749207,"love, know, patriot, sad, ready, post, wish, sure, name, make", sanna__ Yessss CJ of Pakistan ThankYouSupremeCourt 
462,5.0,0.3799000084400177,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", TayyaMemon SC always gives the right decision at the right timeThankYouSupremeCourt 
463,6.0,0.47760000824928284,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", TayyaMemon The trust of investors in Pakistan is restoredThankYouSupremeCourt 
464,1.0,0.4708999991416931,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan 
465,1.0,0.47040000557899475,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano 
466,5.0,0.5697000026702881,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", TheOtherOz People from different walk of life have invested in the project Hai said Investors were nervous the construction work 
467,8.0,0.5781999826431274,"love, know, patriot, sad, ready, post, wish, sure, name, make", Wkarachi Supreme Court of Pakistan has always played a concrete role in the devalopment of Pakistan This time too Court was quite f 
468,9.0,0.43560001254081726,"day, good_morn, morning, not, do, sweet, get, good, right, fly", sanna__ The happiness is ack The lights are ackThe trust is restoredThankYouSupremeCourt 
469,9.0,0.7300000190734863,"day, good_morn, morning, not, do, sweet, get, good, right, fly", FitAndFeminist Rs illion offer made y the management of ahria town as a settlement fot its super Highway project of land Thanky 
470,9.0,0.5717999935150146,"day, good_morn, morning, not, do, sweet, get, good, right, fly", sanna__ Yes justice has een served to the residents and workers of BTKThankYouSupremeCourt 
471,5.0,0.5934000015258789,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Look at her celeration after CJPs decision on BTKThankYouSupremeCourt 
472,6.0,0.6427000164985657,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", ChalNaNikal Overseas Pakistanis are also happy with the decisionThankYouSupremeCourt 
473,4.0,0.3089999854564667,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", sanna__ Chief Justice himself mentioned that he will protect the rights of third party and have proved it He has ring ack the smi 
474,5.0,0.8486999869346619,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", ARYNEWSOFFICIAL Director General InterService Pulic Relations ISPR Major Gen Asif Ghafoor has ruled out the possiility a nuclear 
475,3.0,0.453000009059906,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", The residents and laours are so happy with CJPs decision They elieve itll also ring a oost in the economy of 
476,4.0,0.4620000123977661,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Justice has een served As CJP himself mentioned that hell protect the rights of common people 
477,1.0,0.48429998755455017,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano Yessss finally ThankYouSupremeCourt 
478,1.0,0.48420000076293945,"have, stay, een, life, court, try, large, crime, news, bahria_town", heer_mano Yes Matter has een solvedThankYouSupremeCourt 
479,6.0,0.6427000164985657,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Its indeed a historic decision for all the supporters of BTK ThankYouSupremeCourt 
480,9.0,0.4113999903202057,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Now they can resume dreams for their new homes ThankYouSupremeCourt 
481,5.0,0.4997999966144562,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", People are happy celerating and distriuting sweets amongst crowd after SC decision for BTK ThankYouSupremeCourt 
482,1.0,0.397599995136261,"have, stay, een, life, court, try, large, crime, news, bahria_town", After justice laours have gotten new hope for life ThankYouSupremeCourt 
483,1.0,0.6952000260353088,"have, stay, een, life, court, try, large, crime, news, bahria_town", Noumaan The greatest gift of life is friendship and I have received itMondayMotivation 
484,6.0,0.7574999928474426,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", cricketworldcup March Melourne World Cup FinalOnThisDay in Pakistan won the World Cup 
485,3.0,0.4925000071525574,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", peaceforchange Great memory 
486,3.0,0.42739999294281006,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", DesiMountaineer JagoPakistan_ DunyaNews Great Saad hai 
487,4.0,0.7390999794006348,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", DesiMountaineer Thanks JagoPakistan_ for hosting me DunyaNews Great meet and network with Rizwan amp 
488,6.0,0.5874999761581421,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", DesiMountaineer Going live on DunyaNews News in a short while TV interview mountaineer 
489,5.0,0.8816999793052673,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", TayyaMemon That guy is saying he will get loggers lacklisted Lol it is an open challenge to him jo kaam hum karte hain wo hum kart 
490,5.0,0.8083999752998352,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", TheOtherOz In other news the iggest loser on Twitter who is not getting any work is ullying loggers who are getting work for 
491,9.0,0.5116000175476074,"day, good_morn, morning, not, do, sweet, get, good, right, fly", True ThankYouSupremeCourt 
492,1.0,0.714900016784668,"have, stay, een, life, court, try, large, crime, news, bahria_town", All credits for Supreme Court ThankYouSupremeCourt 
493,5.0,0.7013000249862671,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Director General InterService Pulic Relations ISPR Major Gen Asif Ghafoor has ruled out the possiility a nuclear war etween Pakistan and India saying Pakistan sees its nuclear weapons as more of deterrence tool to prevent actual wars ARYNews 
494,4.0,0.6089000105857849,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Aqeel Karim Dhedhi a usinessman said that it was a very good decision and provided relief to the thousands of the people who had invested around trillion ThankYouSupremeCourt 
495,1.0,0.48429998755455017,"have, stay, een, life, court, try, large, crime, news, bahria_town", Yes Matter has een solved ThankYouSupremeCourt 
496,9.0,0.14920000731945038,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Breathtaking view from Khaira Gali 
497,2.0,0.774399995803833,"be, go, see, ill, man, home, happy, people, want, could", Pass toh hou jaunge hopefully 
498,1.0,0.6470999717712402,"have, stay, een, life, court, try, large, crime, news, bahria_town", The greatest gift of life is friendship and I have received it 
499,3.0,0.5810999870300293,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", To my it was the end of CokeFest Im disgusted y the fact that a lot of girls and to my surprise some NGO girls were selling the tickets for to stags Social media py feminism ka rouna rou rahi hain us On entry there were oys with girl Its not a family festival 
500,5.0,0.349700003862381,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Great memory 
501,6.0,0.5874999761581421,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", March Melourne World Cup Final OnThisDay in Pakistan won the World Cup 
502,4.0,0.7160000205039978,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Thanks JagoPakistan_ for hosting me DunyaNews Great meet and network with Rizwan Anadil 
503,6.0,0.5432999730110168,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Going live on DunyaNews News in a short while TV interview mountaineer 
504,5.0,0.9556000232696533,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", That guy is saying he will get loggers lacklisted Lol it is an open challenge to him jo kaam hum karte hain wo hum karte rahenge aur wo hamara rupay ka hi loss nahi karwa sakta 
505,5.0,0.8671000003814697,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", In other news the iggest loser on Twitter who is not getting any work is ullying loggers who are getting work for LLnG tHR suL and has lacklisted them from his imaginary digital agency 
506,2.0,0.7224000096321106,"be, go, see, ill, man, home, happy, people, want, could", MollyJongFast trollhuntress It proaly does 
507,8.0,0.652400016784668,"love, know, patriot, sad, ready, post, wish, sure, name, make", flyaway_k That hilarious It so sad I laughing at this memo I can even with them 
508,5.0,0.45579999685287476,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", flyaway_k Dear Tim whoever the fuck you arePlease accept the Resistance open invitation to fuck off amp 
509,4.0,0.5774000287055969,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", pseudosudio michaelschweitz We are failing our children and aggrieved This must change Support your local Crisis Center 
510,0.0,0.767799973487854,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", StevenBeschloss Lol The trump campaign has as much leverage as a wet worm 
511,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", PoxNewsCEO Ouch 
512,7.0,0.8061000108718872,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", michaelschweitz Aww look at dose paws 
513,3.0,0.7749999761581421,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", DanaScottLO MSNBC Oohhh Wowza Now that what I call extortion 
514,2.0,0.8711000084877014,"be, go, see, ill, man, home, happy, people, want, could", NewmannMichael jhgurf Garage sale Ken and Barie knock offs 
515,1.0,0.7682999968528748,"have, stay, een, life, court, try, large, crime, news, bahria_town", EJDionne He did try to warn them Why didn they listen 
516,8.0,0.7174999713897705,"love, know, patriot, sad, ready, post, wish, sure, name, make", MalcolmNance But he loves to cook and he got a whole followers Surely he got some street cred 
517,3.0,0.4002000093460083,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", jwheels I know what you mean Truth 
518,4.0,0.6503999829292297,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", PoxNewsCEO Wow that must have een scary Any damage 
519,8.0,0.4966999888420105,"love, know, patriot, sad, ready, post, wish, sure, name, make", AC kristirice jaketapper Or that the kids who survived are crisis actors or coached Imagine how these kid 
520,5.0,0.6875,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", JohnDelaney My family and I are keeping the Marjory Stoneman Douglas survivors and Parkland families in our thoughts and prayers as mo 
521,5.0,0.6123999953269958,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", RichardRcvortex William Barr SonInLaw Was Coincidentally Hired By Trump To Work On Legal Issues via dc_ 
522,5.0,0.5374000072479248,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", waltshau I een fully exonerated y a report I won let you see ut here a short letter y a man I installed as AG ecause he 
523,8.0,0.8360999822616577,"love, know, patriot, sad, ready, post, wish, sure, name, make", schnd coleyworld HBO We all e in the streets picketing HBO 
524,7.0,0.8061000108718872,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", DisaledResist Lolz Boingo ongo in the house 
525,5.0,0.6394000053405762,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", yoruguaenusa Few days after William Barr was confirmed his son in law was hired to advising Trump on legal issuesWTF is going on in 
526,8.0,0.5782999992370605,"love, know, patriot, sad, ready, post, wish, sure, name, make", MaddieBarry Much is unknown aout suicide BUT what is known is IMPOANT ASK someone if they are suicidal Saying the word does NOT 
527,0.0,0.5810999870300293,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", RedTRaccoon He also admitted for the first time he voted for a Democrat in He voted for Rosa DeLauro as his representative eca 
528,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", wdsu Where their attorney 
529,5.0,0.7675999999046326,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", LindseyGrahamSC A letter of opinion is not full throated evidence such as what is in the report findings 
530,7.0,0.6542999744415283,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", RKJ connielipnick Was just thinking aout that today I old enough to rememer when we were all worried for R 
531,8.0,0.652400016784668,"love, know, patriot, sad, ready, post, wish, sure, name, make", naretevduorp ecky_ula I don know how they sleep at night Honestly don 
532,3.0,0.8348000049591064,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", PhyllisSilver WHERES THE BEEF BARRAll we got was readcrums We still have the culture of corruption in the WH Trump skimmed t 
533,7.0,0.39739999175071716,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", jmdog KatrinaResists Eathound My mom sister and rother all voted for him But we do not discuss it thank 
534,9.0,0.6636000275611877,"day, good_morn, morning, not, do, sweet, get, good, right, fly", mommamia Thanks for sharing this Mia I really found it to e a touchstone for how I felt since My h 
535,7.0,0.39500001072883606,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", It too Monday Going ack to ed 
536,9.0,0.14839999377727509,"day, good_morn, morning, not, do, sweet, get, good, right, fly", UnalancedMemes CanuckCognizant Lit 
537,4.0,0.4925999939441681,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", DavidJollyFL laurajollyfl Congrats Dad amp 
538,6.0,0.4884999990463257,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", AngrierWHStaff You didn let us down Barr did and he will pay for the treachery The truth will out and our Dem 
539,5.0,0.8597000241279602,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", KatrinaResists Eathound It my extended family that I have the prolem with My immediate family will e 
540,5.0,0.6621000170707703,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Jamieaiez Eathound Terrily sorry to hear of your loss and sad memories Sending my deepest condolences 
541,3.0,0.7139000296592712,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", jwheels I sick of the middle school ullshit on my timeline of these cheerleader mean girls I going to star 
542,0.0,0.7016000151634216,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", ridget_joy_ JamesACorder Pretty much a were roed moment isn it 
543,2.0,0.774399995803833,"be, go, see, ill, man, home, happy, people, want, could", katstails goldengatelond Yeah ut they trumpers rememer 
